"","id","Image","Hurricane","LineStrg","On Line","Lines","value","DamageC","OnLine"
"515",5766,"I15","H3","B","On","2","B",1,0
"516",8556,"I15","H3","B","On","2","B",1,0
"517",8103,"I15","H3","B","On","2","B",1,0
"518",6402,"I15","H3","B","On","2","B",1,0
"519",8312,"I15","H3","B","On","2","B",1,0
"520",7699,"I15","H3","B","On","2","B",1,0
"521",8577,"I15","H3","B","On","2","B",1,0
"522",6035,"I15","H3","B","On","2","B",1,0
"523",8404,"I15","H3","B","On","2","B",1,0
"524",8290,"I15","H3","B","On","2","B",1,0
"525",8470,"I15","H3","B","On","2","B",1,0
"526",6781,"I15","H3","B","On","2","B",1,0
"527",8446,"I15","H3","B","On","2","B",1,0
"528",8659,"I15","H3","B","On","2","B",1,0
"529",8361,"I15","H3","B","On","2","B",1,0
"530",8654,"I15","H3","B","On","2","B",1,0
"531",8350,"I15","H3","B","On","2","B",1,0
"532",8393,"I15","H3","B","On","2","B",1,0
"533",7548,"I15","H3","B","On","2","B",1,0
"534",5927,"I15","H3","B","On","2","B",1,0
"535",8389,"I15","H3","B","On","2","B",1,0
"536",8328,"I15","H3","B","On","2","B",1,0
"537",8216,"I15","H3","B","On","2","B",1,0
"538",8552,"I15","H3","B","On","2","B",1,0
"539",6942,"I15","H3","B","On","2","B",1,0
"540",NA,"I15","H3","B","On","2","",0,0
"541",8329,"I16","H3","A","On","2","A",1,0
"542",8263,"I16","H3","A","On","2","A",1,0
"543",8372,"I16","H3","A","On","2","A",1,0
"544",6767,"I16","H3","A","On","2","A",1,0
"545",8519,"I16","H3","A","On","2","A",1,0
"546",8281,"I16","H3","A","On","2","A",1,0
"547",5971,"I16","H3","A","On","2","A",1,0
"548",8554,"I16","H3","A","On","2","A",1,0
"549",8536,"I16","H3","A","On","2","A",1,0
"550",8108,"I16","H3","A","On","2","A",1,0
"551",5766,"I16","H3","A","On","2","A",1,0
"552",8556,"I16","H3","A","On","2","A",1,0
"553",8103,"I16","H3","A","On","2","A",1,0
"554",6402,"I16","H3","A","On","2","A",1,0
"555",8312,"I16","H3","A","On","2","A",1,0
"556",7699,"I16","H3","A","On","2","A",1,0
"557",8577,"I16","H3","A","On","2","A",1,0
"558",6035,"I16","H3","A","On","2","A",1,0
"559",8404,"I16","H3","A","On","2","A",1,0
"560",8290,"I16","H3","A","On","2","A",1,0
"561",8470,"I16","H3","A","On","2","A",1,0
"562",6781,"I16","H3","A","On","2","A",1,0
"563",8446,"I16","H3","A","On","2","A",1,0
"564",8659,"I16","H3","A","On","2","A",1,0
"565",8361,"I16","H3","A","On","2","A",1,0
"566",8654,"I16","H3","A","On","2","A",1,0
"567",8350,"I16","H3","A","On","2","A",1,0
"568",8393,"I16","H3","A","On","2","A",1,0
"569",7548,"I16","H3","A","On","2","A",1,0
"570",5927,"I16","H3","A","On","2","A",1,0
"571",8389,"I16","H3","A","On","2","A",1,0
"572",8328,"I16","H3","A","On","2","A",1,0
"573",8216,"I16","H3","A","On","2","A",1,0
"574",8552,"I16","H3","A","On","2","A",1,0
"575",6942,"I16","H3","A","On","2","A",1,0
"576",NA,"I16","H3","A","On","2","",0,0
"577",8329,"I17","H1","B","Off","1","B",1,1
"578",8263,"I17","H1","B","Off","1","A",0,1
"579",8372,"I17","H1","B","Off","1","B",1,1
"580",6767,"I17","H1","B","Off","1","B",1,1
"581",8519,"I17","H1","B","Off","1","A",0,1
"582",8281,"I17","H1","B","Off","1","B",1,1
"583",5971,"I17","H1","B","Off","1","A",0,1
"584",8554,"I17","H1","B","Off","1","A",0,1
"585",8536,"I17","H1","B","Off","1","B",1,1
"586",8108,"I17","H1","B","Off","1","B",1,1
"587",5766,"I17","H1","B","Off","1","A",0,1
"588",8556,"I17","H1","B","Off","1","A",0,1
"589",8103,"I17","H1","B","Off","1","Equal damage",0,1
"590",6402,"I17","H1","B","Off","1","A",0,1
"591",8312,"I17","H1","B","Off","1","Equal damage",0,1
"592",7699,"I17","H1","B","Off","1","Equal damage",0,1
"593",8577,"I17","H1","B","Off","1","B",1,1
"594",6035,"I17","H1","B","Off","1","Equal damage",0,1
"595",8404,"I17","H1","B","Off","1","Equal damage",0,1
"596",8290,"I17","H1","B","Off","1","A",0,1
"597",8470,"I17","H1","B","Off","1","A",0,1
"598",6781,"I17","H1","B","Off","1","B",1,1
"599",8446,"I17","H1","B","Off","1","A",0,1
"600",8659,"I17","H1","B","Off","1","A",0,1
"601",8361,"I17","H1","B","Off","1","B",1,1
"602",8654,"I17","H1","B","Off","1","Equal damage",0,1
"603",8350,"I17","H1","B","Off","1","A",0,1
"604",8393,"I17","H1","B","Off","1","Equal damage",0,1
"605",7548,"I17","H1","B","Off","1","Equal damage",0,1
"606",5927,"I17","H1","B","Off","1","B",1,1
"607",8389,"I17","H1","B","Off","1","A",0,1
"608",8328,"I17","H1","B","Off","1","B",1,1
"609",8216,"I17","H1","B","Off","1","A",0,1
"610",8552,"I17","H1","B","Off","1","Equal damage",0,1
"611",6942,"I17","H1","B","Off","1","A",0,1
"612",NA,"I17","H1","B","Off","1","",0,1
"613",8329,"I18","H1","A","Off","1","B",0,1
"614",8263,"I18","H1","A","Off","1","B",0,1
"615",8372,"I18","H1","A","Off","1","A",1,1
"616",6767,"I18","H1","A","Off","1","A",1,1
"617",8519,"I18","H1","A","Off","1","B",0,1
"618",8281,"I18","H1","A","Off","1","A",1,1
"619",5971,"I18","H1","A","Off","1","B",0,1
"620",8554,"I18","H1","A","Off","1","B",0,1
"621",8536,"I18","H1","A","Off","1","A",1,1
"622",8108,"I18","H1","A","Off","1","A",1,1
"623",5766,"I18","H1","A","Off","1","A",1,1
"624",8556,"I18","H1","A","Off","1","B",0,1
"625",8103,"I18","H1","A","Off","1","B",0,1
"626",6402,"I18","H1","A","Off","1","B",0,1
"627",8312,"I18","H1","A","Off","1","A",1,1
"628",7699,"I18","H1","A","Off","1","Equal damage",0,1
"629",8577,"I18","H1","A","Off","1","Equal damage",0,1
"630",6035,"I18","H1","A","Off","1","A",1,1
"631",8404,"I18","H1","A","Off","1","B",0,1
"632",8290,"I18","H1","A","Off","1","B",0,1
"633",8470,"I18","H1","A","Off","1","B",0,1
"634",6781,"I18","H1","A","Off","1","A",1,1
"635",8446,"I18","H1","A","Off","1","Equal damage",0,1
"636",8659,"I18","H1","A","Off","1","B",0,1
"637",8361,"I18","H1","A","Off","1","B",0,1
"638",8654,"I18","H1","A","Off","1","Equal damage",0,1
"639",8350,"I18","H1","A","Off","1","Equal damage",0,1
"640",8393,"I18","H1","A","Off","1","B",0,1
"641",7548,"I18","H1","A","Off","1","Equal damage",0,1
"642",5927,"I18","H1","A","Off","1","Equal damage",0,1
"643",8389,"I18","H1","A","Off","1","A",1,1
"644",8328,"I18","H1","A","Off","1","A",1,1
"645",8216,"I18","H1","A","Off","1","B",0,1
"646",8552,"I18","H1","A","Off","1","B",0,1
"647",6942,"I18","H1","A","Off","1","B",0,1
"648",NA,"I18","H1","A","Off","1","",0,1
"649",8329,"I19","H1","A","Off","1","Equal damage",0,1
"650",8263,"I19","H1","A","Off","1","A",1,1
"651",8372,"I19","H1","A","Off","1","A",1,1
"652",6767,"I19","H1","A","Off","1","A",1,1
"653",8519,"I19","H1","A","Off","1","B",0,1
"654",8281,"I19","H1","A","Off","1","A",1,1
"655",5971,"I19","H1","A","Off","1","B",0,1
"656",8554,"I19","H1","A","Off","1","B",0,1
"657",8536,"I19","H1","A","Off","1","A",1,1
"658",8108,"I19","H1","A","Off","1","A",1,1
"659",5766,"I19","H1","A","Off","1","A",1,1
"660",8556,"I19","H1","A","Off","1","A",1,1
"661",8103,"I19","H1","A","Off","1","Equal damage",0,1
"662",6402,"I19","H1","A","Off","1","B",0,1
"663",8312,"I19","H1","A","Off","1","A",1,1
"664",7699,"I19","H1","A","Off","1","Equal damage",0,1
"665",8577,"I19","H1","A","Off","1","A",1,1
"666",6035,"I19","H1","A","Off","1","A",1,1
"667",8404,"I19","H1","A","Off","1","Equal damage",0,1
"668",8290,"I19","H1","A","Off","1","B",0,1
"669",8470,"I19","H1","A","Off","1","B",0,1
"670",6781,"I19","H1","A","Off","1","A",1,1
"671",8446,"I19","H1","A","Off","1","A",1,1
"672",8659,"I19","H1","A","Off","1","B",0,1
"673",8361,"I19","H1","A","Off","1","B",0,1
"674",8654,"I19","H1","A","Off","1","A",1,1
"675",8350,"I19","H1","A","Off","1","B",0,1
"676",8393,"I19","H1","A","Off","1","Equal damage",0,1
"677",7548,"I19","H1","A","Off","1","A",1,1
"678",5927,"I19","H1","A","Off","1","Equal damage",0,1
"679",8389,"I19","H1","A","Off","1","A",1,1
"680",8328,"I19","H1","A","Off","1","B",0,1
"681",8216,"I19","H1","A","Off","1","B",0,1
"682",8552,"I19","H1","A","Off","1","B",0,1
"683",6942,"I19","H1","A","Off","1","Equal damage",0,1
"684",NA,"I19","H1","A","Off","1","",0,1
"685",8329,"I20","H1","B","Off","1","Equal damage",0,1
"686",8263,"I20","H1","B","Off","1","Equal damage",0,1
"687",8372,"I20","H1","B","Off","1","B",1,1
"688",6767,"I20","H1","B","Off","1","Equal damage",0,1
"689",8519,"I20","H1","B","Off","1","A",0,1
"690",8281,"I20","H1","B","Off","1","B",1,1
"691",5971,"I20","H1","B","Off","1","A",0,1
"692",8554,"I20","H1","B","Off","1","A",0,1
"693",8536,"I20","H1","B","Off","1","B",1,1
"694",8108,"I20","H1","B","Off","1","Equal damage",0,1
"695",5766,"I20","H1","B","Off","1","Equal damage",0,1
"696",8556,"I20","H1","B","Off","1","A",0,1
"697",8103,"I20","H1","B","Off","1","A",0,1
"698",6402,"I20","H1","B","Off","1","A",0,1
"699",8312,"I20","H1","B","Off","1","B",1,1
"700",7699,"I20","H1","B","Off","1","Equal damage",0,1
"701",8577,"I20","H1","B","Off","1","B",1,1
"702",6035,"I20","H1","B","Off","1","Equal damage",0,1
"703",8404,"I20","H1","B","Off","1","Equal damage",0,1
"704",8290,"I20","H1","B","Off","1","A",0,1
"705",8470,"I20","H1","B","Off","1","A",0,1
"706",6781,"I20","H1","B","Off","1","B",1,1
"707",8446,"I20","H1","B","Off","1","Equal damage",0,1
"708",8659,"I20","H1","B","Off","1","A",0,1
"709",8361,"I20","H1","B","Off","1","B",1,1
"710",8654,"I20","H1","B","Off","1","Equal damage",0,1
"711",8350,"I20","H1","B","Off","1","Equal damage",0,1
"712",8393,"I20","H1","B","Off","1","A",0,1
"713",7548,"I20","H1","B","Off","1","Equal damage",0,1
"714",5927,"I20","H1","B","Off","1","A",0,1
"715",8389,"I20","H1","B","Off","1","B",1,1
"716",8328,"I20","H1","B","Off","1","B",1,1
"717",8216,"I20","H1","B","Off","1","A",0,1
"718",8552,"I20","H1","B","Off","1","A",0,1
"719",6942,"I20","H1","B","Off","1","A",0,1
"720",NA,"I20","H1","B","Off","1","",0,1
"721",8329,"I21","H1","B","On","1","B",1,0
"722",8263,"I21","H1","B","On","1","B",1,0
"723",8372,"I21","H1","B","On","1","B",1,0
"724",6767,"I21","H1","B","On","1","B",1,0
"725",8519,"I21","H1","B","On","1","B",1,0
"726",8281,"I21","H1","B","On","1","B",1,0
"727",5971,"I21","H1","B","On","1","B",1,0
"728",8554,"I21","H1","B","On","1","B",1,0
"729",8536,"I21","H1","B","On","1","B",1,0
"730",8108,"I21","H1","B","On","1","B",1,0
"731",5766,"I21","H1","B","On","1","B",1,0
"732",8556,"I21","H1","B","On","1","B",1,0
"733",8103,"I21","H1","B","On","1","B",1,0
"734",6402,"I21","H1","B","On","1","B",1,0
"735",8312,"I21","H1","B","On","1","Equal damage",0,0
"736",7699,"I21","H1","B","On","1","B",1,0
"737",8577,"I21","H1","B","On","1","B",1,0
"738",6035,"I21","H1","B","On","1","Equal damage",0,0
"739",8404,"I21","H1","B","On","1","B",1,0
"740",8290,"I21","H1","B","On","1","B",1,0
"741",8470,"I21","H1","B","On","1","B",1,0
"742",6781,"I21","H1","B","On","1","B",1,0
"743",8446,"I21","H1","B","On","1","B",1,0
"744",8659,"I21","H1","B","On","1","B",1,0
"745",8361,"I21","H1","B","On","1","B",1,0
"746",8654,"I21","H1","B","On","1","Equal damage",0,0
"747",8350,"I21","H1","B","On","1","B",1,0
"748",8393,"I21","H1","B","On","1","B",1,0
"749",7548,"I21","H1","B","On","1","B",1,0
"750",5927,"I21","H1","B","On","1","B",1,0
"751",8389,"I21","H1","B","On","1","B",1,0
"752",8328,"I21","H1","B","On","1","Equal damage",0,0
"753",8216,"I21","H1","B","On","1","B",1,0
"754",8552,"I21","H1","B","On","1","B",1,0
"755",6942,"I21","H1","B","On","1","B",1,0
"756",NA,"I21","H1","B","On","1","",0,0
"757",8329,"I22","H1","A","On","1","A",1,0
"758",8263,"I22","H1","A","On","1","Equal damage",0,0
"759",8372,"I22","H1","A","On","1","A",1,0
"760",6767,"I22","H1","A","On","1","A",1,0
"761",8519,"I22","H1","A","On","1","A",1,0
"762",8281,"I22","H1","A","On","1","A",1,0
"763",5971,"I22","H1","A","On","1","A",1,0
"764",8554,"I22","H1","A","On","1","A",1,0
"765",8536,"I22","H1","A","On","1","A",1,0
"766",8108,"I22","H1","A","On","1","A",1,0
"767",5766,"I22","H1","A","On","1","A",1,0
"768",8556,"I22","H1","A","On","1","A",1,0
"769",8103,"I22","H1","A","On","1","Equal damage",0,0
"770",6402,"I22","H1","A","On","1","A",1,0
"771",8312,"I22","H1","A","On","1","Equal damage",0,0
"772",7699,"I22","H1","A","On","1","A",1,0
"773",8577,"I22","H1","A","On","1","A",1,0
"774",6035,"I22","H1","A","On","1","Equal damage",0,0
"775",8404,"I22","H1","A","On","1","A",1,0
"776",8290,"I22","H1","A","On","1","A",1,0
"777",8470,"I22","H1","A","On","1","A",1,0
"778",6781,"I22","H1","A","On","1","A",1,0
"779",8446,"I22","H1","A","On","1","A",1,0
"780",8659,"I22","H1","A","On","1","A",1,0
"781",8361,"I22","H1","A","On","1","A",1,0
"782",8654,"I22","H1","A","On","1","A",1,0
"783",8350,"I22","H1","A","On","1","A",1,0
"784",8393,"I22","H1","A","On","1","A",1,0
"785",7548,"I22","H1","A","On","1","A",1,0
"786",5927,"I22","H1","A","On","1","A",1,0
"787",8389,"I22","H1","A","On","1","A",1,0
"788",8328,"I22","H1","A","On","1","A",1,0
"789",8216,"I22","H1","A","On","1","A",1,0
"790",8552,"I22","H1","A","On","1","A",1,0
"791",6942,"I22","H1","A","On","1","A",1,0
"792",NA,"I22","H1","A","On","1","",0,0
"793",8329,"I23","H1","B","On","1","Equal damage",0,0
"794",8263,"I23","H1","B","On","1","B",1,0
"795",8372,"I23","H1","B","On","1","B",1,0
"796",6767,"I23","H1","B","On","1","B",1,0
"797",8519,"I23","H1","B","On","1","B",1,0
"798",8281,"I23","H1","B","On","1","B",1,0
"799",5971,"I23","H1","B","On","1","B",1,0
"800",8554,"I23","H1","B","On","1","B",1,0
"801",8536,"I23","H1","B","On","1","B",1,0
"802",8108,"I23","H1","B","On","1","B",1,0
"803",5766,"I23","H1","B","On","1","B",1,0
"804",8556,"I23","H1","B","On","1","B",1,0
"805",8103,"I23","H1","B","On","1","B",1,0
"806",6402,"I23","H1","B","On","1","B",1,0
"807",8312,"I23","H1","B","On","1","Equal damage",0,0
"808",7699,"I23","H1","B","On","1","Equal damage",0,0
"809",8577,"I23","H1","B","On","1","B",1,0
"810",6035,"I23","H1","B","On","1","B",1,0
"811",8404,"I23","H1","B","On","1","B",1,0
"812",8290,"I23","H1","B","On","1","B",1,0
"813",8470,"I23","H1","B","On","1","B",1,0
"814",6781,"I23","H1","B","On","1","B",1,0
"815",8446,"I23","H1","B","On","1","B",1,0
"816",8659,"I23","H1","B","On","1","B",1,0
"817",8361,"I23","H1","B","On","1","B",1,0
"818",8654,"I23","H1","B","On","1","B",1,0
"819",8350,"I23","H1","B","On","1","B",1,0
"820",8393,"I23","H1","B","On","1","B",1,0
"821",7548,"I23","H1","B","On","1","B",1,0
"822",5927,"I23","H1","B","On","1","B",1,0
"823",8389,"I23","H1","B","On","1","B",1,0
"824",8328,"I23","H1","B","On","1","B",1,0
"825",8216,"I23","H1","B","On","1","B",1,0
"826",8552,"I23","H1","B","On","1","B",1,0
"827",6942,"I23","H1","B","On","1","B",1,0
"828",NA,"I23","H1","B","On","1","",0,0
"829",8329,"I24","H1","A","On","1","Equal damage",0,0
"830",8263,"I24","H1","A","On","1","A",1,0
"831",8372,"I24","H1","A","On","1","A",1,0
"832",6767,"I24","H1","A","On","1","A",1,0
"833",8519,"I24","H1","A","On","1","A",1,0
"834",8281,"I24","H1","A","On","1","A",1,0
"835",5971,"I24","H1","A","On","1","A",1,0
"836",8554,"I24","H1","A","On","1","A",1,0
"837",8536,"I24","H1","A","On","1","A",1,0
"838",8108,"I24","H1","A","On","1","Equal damage",0,0
"839",5766,"I24","H1","A","On","1","A",1,0
"840",8556,"I24","H1","A","On","1","A",1,0
"841",8103,"I24","H1","A","On","1","A",1,0
"842",6402,"I24","H1","A","On","1","A",1,0
"843",8312,"I24","H1","A","On","1","A",1,0
"844",7699,"I24","H1","A","On","1","A",1,0
"845",8577,"I24","H1","A","On","1","A",1,0
"846",6035,"I24","H1","A","On","1","Equal damage",0,0
"847",8404,"I24","H1","A","On","1","Equal damage",0,0
"848",8290,"I24","H1","A","On","1","A",1,0
"849",8470,"I24","H1","A","On","1","A",1,0
"850",6781,"I24","H1","A","On","1","A",1,0
"851",8446,"I24","H1","A","On","1","A",1,0
"852",8659,"I24","H1","A","On","1","A",1,0
"853",8361,"I24","H1","A","On","1","A",1,0
"854",8654,"I24","H1","A","On","1","Equal damage",0,0
"855",8350,"I24","H1","A","On","1","A",1,0
"856",8393,"I24","H1","A","On","1","A",1,0
"857",7548,"I24","H1","A","On","1","A",1,0
"858",5927,"I24","H1","A","On","1","A",1,0
"859",8389,"I24","H1","A","On","1","A",1,0
"860",8328,"I24","H1","A","On","1","Equal damage",0,0
"861",8216,"I24","H1","A","On","1","A",1,0
"862",8552,"I24","H1","A","On","1","A",1,0
"863",6942,"I24","H1","A","On","1","A",1,0
"864",NA,"I24","H1","A","On","1","",0,0
"865",8329,"I25","H1","A","Off","2","B",0,1
"866",8263,"I25","H1","A","Off","2","B",0,1
"867",8372,"I25","H1","A","Off","2","A",1,1
"868",6767,"I25","H1","A","Off","2","Equal damage",0,1
"869",8519,"I25","H1","A","Off","2","B",0,1
"870",8281,"I25","H1","A","Off","2","A",1,1
"871",5971,"I25","H1","A","Off","2","B",0,1
"872",8554,"I25","H1","A","Off","2","B",0,1
"873",8536,"I25","H1","A","Off","2","A",1,1
"874",8108,"I25","H1","A","Off","2","Equal damage",0,1
"875",5766,"I25","H1","A","Off","2","A",1,1
"876",8556,"I25","H1","A","Off","2","B",0,1
"877",8103,"I25","H1","A","Off","2","B",0,1
"878",6402,"I25","H1","A","Off","2","B",0,1
"879",8312,"I25","H1","A","Off","2","A",1,1
"880",7699,"I25","H1","A","Off","2","A",1,1
"881",8577,"I25","H1","A","Off","2","A",1,1
"882",6035,"I25","H1","A","Off","2","Equal damage",0,1
"883",8404,"I25","H1","A","Off","2","B",0,1
"884",8290,"I25","H1","A","Off","2","B",0,1
"885",8470,"I25","H1","A","Off","2","B",0,1
"886",6781,"I25","H1","A","Off","2","A",1,1
"887",8446,"I25","H1","A","Off","2","Equal damage",0,1
"888",8659,"I25","H1","A","Off","2","B",0,1
"889",8361,"I25","H1","A","Off","2","Equal damage",0,1
"890",8654,"I25","H1","A","Off","2","Equal damage",0,1
"891",8350,"I25","H1","A","Off","2","B",0,1
"892",8393,"I25","H1","A","Off","2","B",0,1
"893",7548,"I25","H1","A","Off","2","A",1,1
"894",5927,"I25","H1","A","Off","2","Equal damage",0,1
"895",8389,"I25","H1","A","Off","2","B",0,1
"896",8328,"I25","H1","A","Off","2","A",1,1
"897",8216,"I25","H1","A","Off","2","B",0,1
"898",8552,"I25","H1","A","Off","2","B",0,1
"899",6942,"I25","H1","A","Off","2","B",0,1
"900",NA,"I25","H1","A","Off","2","",0,1
"901",8329,"I26","H1","B","Off","2","A",0,1
"902",8263,"I26","H1","B","Off","2","A",0,1
"903",8372,"I26","H1","B","Off","2","B",1,1
"904",6767,"I26","H1","B","Off","2","Equal damage",0,1
"905",8519,"I26","H1","B","Off","2","A",0,1
"906",8281,"I26","H1","B","Off","2","B",1,1
"907",5971,"I26","H1","B","Off","2","A",0,1
"908",8554,"I26","H1","B","Off","2","A",0,1
"909",8536,"I26","H1","B","Off","2","B",1,1
"910",8108,"I26","H1","B","Off","2","B",1,1
"911",5766,"I26","H1","B","Off","2","Equal damage",0,1
"912",8556,"I26","H1","B","Off","2","A",0,1
"913",8103,"I26","H1","B","Off","2","A",0,1
"914",6402,"I26","H1","B","Off","2","A",0,1
"915",8312,"I26","H1","B","Off","2","B",1,1
"916",7699,"I26","H1","B","Off","2","Equal damage",0,1
"917",8577,"I26","H1","B","Off","2","B",1,1
"918",6035,"I26","H1","B","Off","2","Equal damage",0,1
"919",8404,"I26","H1","B","Off","2","A",0,1
"920",8290,"I26","H1","B","Off","2","A",0,1
"921",8470,"I26","H1","B","Off","2","B",1,1
"922",6781,"I26","H1","B","Off","2","B",1,1
"923",8446,"I26","H1","B","Off","2","B",1,1
"924",8659,"I26","H1","B","Off","2","A",0,1
"925",8361,"I26","H1","B","Off","2","A",0,1
"926",8654,"I26","H1","B","Off","2","Equal damage",0,1
"927",8350,"I26","H1","B","Off","2","A",0,1
"928",8393,"I26","H1","B","Off","2","A",0,1
"929",7548,"I26","H1","B","Off","2","Equal damage",0,1
"930",5927,"I26","H1","B","Off","2","Equal damage",0,1
"931",8389,"I26","H1","B","Off","2","A",0,1
"932",8328,"I26","H1","B","Off","2","B",1,1
"933",8216,"I26","H1","B","Off","2","A",0,1
"934",8552,"I26","H1","B","Off","2","A",0,1
"935",6942,"I26","H1","B","Off","2","A",0,1
"936",NA,"I26","H1","B","Off","2","",0,1
"937",8329,"I27","H1","B","Off","2","Equal damage",0,1
"938",8263,"I27","H1","B","Off","2","A",0,1
"939",8372,"I27","H1","B","Off","2","B",1,1
"940",6767,"I27","H1","B","Off","2","B",1,1
"941",8519,"I27","H1","B","Off","2","A",0,1
"942",8281,"I27","H1","B","Off","2","B",1,1
"943",5971,"I27","H1","B","Off","2","A",0,1
"944",8554,"I27","H1","B","Off","2","A",0,1
"945",8536,"I27","H1","B","Off","2","B",1,1
"946",8108,"I27","H1","B","Off","2","B",1,1
"947",5766,"I27","H1","B","Off","2","Equal damage",0,1
"948",8556,"I27","H1","B","Off","2","A",0,1
"949",8103,"I27","H1","B","Off","2","A",0,1
"950",6402,"I27","H1","B","Off","2","A",0,1
"951",8312,"I27","H1","B","Off","2","Equal damage",0,1
"952",7699,"I27","H1","B","Off","2","B",1,1
"953",8577,"I27","H1","B","Off","2","Equal damage",0,1
"954",6035,"I27","H1","B","Off","2","Equal damage",0,1
"955",8404,"I27","H1","B","Off","2","A",0,1
"956",8290,"I27","H1","B","Off","2","A",0,1
"957",8470,"I27","H1","B","Off","2","A",0,1
"958",6781,"I27","H1","B","Off","2","B",1,1
"959",8446,"I27","H1","B","Off","2","B",1,1
"960",8659,"I27","H1","B","Off","2","A",0,1
"961",8361,"I27","H1","B","Off","2","B",1,1
"962",8654,"I27","H1","B","Off","2","Equal damage",0,1
"963",8350,"I27","H1","B","Off","2","A",0,1
"964",8393,"I27","H1","B","Off","2","A",0,1
"965",7548,"I27","H1","B","Off","2","Equal damage",0,1
"966",5927,"I27","H1","B","Off","2","A",0,1
"967",8389,"I27","H1","B","Off","2","B",1,1
"968",8328,"I27","H1","B","Off","2","B",1,1
"969",8216,"I27","H1","B","Off","2","A",0,1
"970",8552,"I27","H1","B","Off","2","A",0,1
"971",6942,"I27","H1","B","Off","2","A",0,1
"972",NA,"I27","H1","B","Off","2","",0,1
"973",8329,"I28","H1","A","Off","2","Equal damage",0,1
"974",8263,"I28","H1","A","Off","2","A",1,1
"975",8372,"I28","H1","A","Off","2","A",1,1
"976",6767,"I28","H1","A","Off","2","Equal damage",0,1
"977",8519,"I28","H1","A","Off","2","B",0,1
"978",8281,"I28","H1","A","Off","2","A",1,1
"979",5971,"I28","H1","A","Off","2","B",0,1
"980",8554,"I28","H1","A","Off","2","B",0,1
"981",8536,"I28","H1","A","Off","2","A",1,1
"982",8108,"I28","H1","A","Off","2","Equal damage",0,1
"983",5766,"I28","H1","A","Off","2","Equal damage",0,1
"984",8556,"I28","H1","A","Off","2","B",0,1
"985",8103,"I28","H1","A","Off","2","B",0,1
"986",6402,"I28","H1","A","Off","2","B",0,1
"987",8312,"I28","H1","A","Off","2","Equal damage",0,1
"988",7699,"I28","H1","A","Off","2","Equal damage",0,1
"989",8577,"I28","H1","A","Off","2","A",1,1
"990",6035,"I28","H1","A","Off","2","Equal damage",0,1
"991",8404,"I28","H1","A","Off","2","Equal damage",0,1
"992",8290,"I28","H1","A","Off","2","B",0,1
"993",8470,"I28","H1","A","Off","2","B",0,1
"994",6781,"I28","H1","A","Off","2","A",1,1
"995",8446,"I28","H1","A","Off","2","A",1,1
"996",8659,"I28","H1","A","Off","2","B",0,1
"997",8361,"I28","H1","A","Off","2","A",1,1
"998",8654,"I28","H1","A","Off","2","A",1,1
"999",8350,"I28","H1","A","Off","2","B",0,1
"1000",8393,"I28","H1","A","Off","2","B",0,1
"1001",7548,"I28","H1","A","Off","2","Equal damage",0,1
"1002",5927,"I28","H1","A","Off","2","A",1,1
"1003",8389,"I28","H1","A","Off","2","B",0,1
"1004",8328,"I28","H1","A","Off","2","A",1,1
"1005",8216,"I28","H1","A","Off","2","B",0,1
"1006",8552,"I28","H1","A","Off","2","B",0,1
"1007",6942,"I28","H1","A","Off","2","B",0,1
"1008",NA,"I28","H1","A","Off","2","",0,1
"1009",8329,"I29","H1","B","On","2","B",1,0
"1010",8263,"I29","H1","B","On","2","B",1,0
"1011",8372,"I29","H1","B","On","2","B",1,0
"1012",6767,"I29","H1","B","On","2","B",1,0
"1013",8519,"I29","H1","B","On","2","B",1,0
"1014",8281,"I29","H1","B","On","2","B",1,0
"1015",5971,"I29","H1","B","On","2","B",1,0
"1016",8554,"I29","H1","B","On","2","B",1,0
"1017",8536,"I29","H1","B","On","2","B",1,0
"1018",8108,"I29","H1","B","On","2","B",1,0
"1019",5766,"I29","H1","B","On","2","B",1,0
"1020",8556,"I29","H1","B","On","2","B",1,0
"1021",8103,"I29","H1","B","On","2","B",1,0
"1022",6402,"I29","H1","B","On","2","B",1,0
"1023",8312,"I29","H1","B","On","2","B",1,0
"1024",7699,"I29","H1","B","On","2","B",1,0
"1025",8577,"I29","H1","B","On","2","B",1,0
"1026",6035,"I29","H1","B","On","2","Equal damage",0,0
"1027",8404,"I29","H1","B","On","2","B",1,0
"1028",8290,"I29","H1","B","On","2","B",1,0
"1029",8470,"I29","H1","B","On","2","B",1,0
"1030",6781,"I29","H1","B","On","2","B",1,0
"1031",8446,"I29","H1","B","On","2","B",1,0
"1032",8659,"I29","H1","B","On","2","B",1,0
"1033",8361,"I29","H1","B","On","2","B",1,0
"1034",8654,"I29","H1","B","On","2","Equal damage",0,0
"1035",8350,"I29","H1","B","On","2","B",1,0
"1036",8393,"I29","H1","B","On","2","B",1,0
"1037",7548,"I29","H1","B","On","2","Equal damage",0,0
"1038",5927,"I29","H1","B","On","2","Equal damage",0,0
"1039",8389,"I29","H1","B","On","2","A",0,0
"1040",8328,"I29","H1","B","On","2","B",1,0
"1041",8216,"I29","H1","B","On","2","B",1,0
"1042",8552,"I29","H1","B","On","2","B",1,0
"1043",6942,"I29","H1","B","On","2","B",1,0
"1044",NA,"I29","H1","B","On","2","",0,0
"1045",8329,"I30","H1","A","On","2","A",1,0
